id,age group,dataset,gender,age,mainCharacter,emotion,activity,situation,expectation,need,mainCharacter_ko,emotion_ko,activity_ko,situation_ko,expectation_ko,need_ko,drawing_time,stroke_count,avg_stroke_length
2039,adult,test,male,23.0,I,Want to avoid it,be in the rain,I'm getting sentimental,You're working out hard,an exciting thing,나,피하고싶다,비를 맞고 있다,감성 타는 중,운동 열심히 한다,신나는 일,03:47,148,13266.86165251370
2040,adult,test,female,25.0,,I want to go home...,be on one's way with an umbrella,I'm on my way somewhere,Nothing much will happen,The house...,,집에가고싶다...,우산을 쓰고 가고 있다,어딘가로 가는 길이라서,별 일은 없을 것이다,집...,00:59,66,12102.9916076822
2041,adult,train,female,31.0,,Happy,Enjoying the rain,I'm enjoying the rain,Enjoy a little more and go home,boots and raincoats,,행복하다,비를 즐기는 중,비내리는걸 즐기는중이다,조금 더 즐기다 집에 간다,장화와 우의,02:14,128,24458.977850792100
2042,adult,train,male,30.0,,Absurd.,be in the rain,I couldn't bring an umbrella,the condition of being soaked to the skin,Umbrella..,,황당하다,비를 맞고 있다,우산을 못 챙겨서,흠뻑 젖게 될 것,우산!..,02:29,150,21501.017680214600
2043,adult,test,female,25.0,,Happy,in the rain,to get away from people,the action of a frog standing on its way,Umbrella,,행복하다,비를 맞는중,사람 으로부터 벗어나려,개구리가 다가설 것,우산,02:31,160,14249.988037531600
2044,adult,train,male,27.0,any person,Lonely,stand under an umbrella,The bitter news broke,the act of throwing away an umbrella,You,아무사람,외롭다,우산을 쓰고 서있다,씁쓸한 소식이 전해졌다 ,우산을 버릴것,당신,01:27,79,12886.78290871900
2045,seniors,test,female,64.0,,Want to avoid it,I'm on my way home,I'm going somewhere,My clothes are getting wet,Umbrella,,피하고싶다,집에 가고 있습니다,어디 가고 있다,옷이 젖는다,우산,01:59,89,12386.32152748250
2046,seniors,train,male,65.0,,be in a hurry,I'm out for a walk,I was caught in the rain by chance,Hurry up and go home,Umbrella,,마음이 급하다,산책 나왔다,우연히 가다가 비를 만났다,얼른 집으로 귀가,우산,01:55,72,9805.336905714090
2047,adult,train,female,27.0,,Happy,under an umbrella,I don't know,Going home,None.,,행복하다,우산을 쓰고 있은,모름,집에 감,없음,00:38,32,5199.2413423709
2048,adult,train,female,26.0,,Happy,be in the rain with an umbrella,Where are you going?,everything's,I don't need anything,,행복하다,우산을 쓰고 비를 맞고 있다,어디 갈라고..?,별일없다,딱히 필요한것 없음,01:01,70,14002.69812452450
2049,adult,train,male,29.0,,Freedom from all ideas and thoughts,I'm here alone to get some fresh air.,Because it's raining,The clothes are going to get wet,new clothes,,무념무상,혼자 바람쐬러 왔다.,비가 와서,옷이 젖을 예정,새옷,00:54,42,7823.481229462930
2050,adult,train,male,21.0,,Happy,To the fullest,Freedom,Positive,I don't,,행복하다,만끽,자유,긍정적,없어,00:57,76,18694.621034261700
2051,adult,train,male,20.0,,Want to avoid it,stand with an umbrella,I guess it's the rainy season because it's,It will stop raining,Boots,,피하고싶다,우산을 들고 서있다,여름이라서 장마철인가보다,비가 그칠 것이다,장화,02:28,55,16020.904209410400
2052,adult,train,male,23.0,,Sad,to be walking down the street with an umbrella,Right after we broke up,to meet sb,People,,슬프다,우산을 쓰고 길을 걷고 있다,이별하고 난 직후,누군가를 만난다,사람,02:34,144,20882.136334819800
2053,adult,train,male,29.0,,Angry,be in a fidget without an umbrella,Because I left my umbrella at home on my way to work,I will run to the convenience store,need an umbrella,,화가난다,우산 없이 어쩔 수 없이 안절부절 못하고 있다,출근 중 우산을 집에 두고 왔기 때문이다 ,편의점으로 뛰어갈 것이다,우산이 필요하다,01:24,76,18920.54549117450
2054,adult,train,male,23.0,,Sad,He's sad,Because it's raining,Happy,Love,,슬프다,슬퍼한다,비가와서,행복하다,사랑,03:30,293,38569.36167655400
2055,adult,train,male,19.0,,Sad,I feel sorrow all over in the rain.,Because there was something depressing.,I'm going home wet.,warm consolation and encouragement,,슬프다,비를 맞으며 온몸으로 슬픔을 느끼고 있다.,우울한 일이 있었기 때문이다.,쫄딱 젖어서 집에 갈 것이다.,따뜻한 위로와 격려,02:35,117,12048.842359744200
2058,adult,train,male,24.0,,It's just so-so,be watching the rain,I'm getting sentimental,I am going home.,None!,,그냥 그렇다,비를 보고있다,감성 타는 중,집에 간다,없음!,02:57,104,13040.590201666900
2059,adult,train,male,22.0,Koreans who pay taxes faithfully,Lonely,spacing out in the rain,Because it's raining,Well ...,a friend who will say let's go,세금을 성실히 납부하는 대한민국 국민,외롭다,비 속에서 멍 때리고 있음,비가 와서,음...,가자고 말할 친구,01:46,107,13531.273902980000
2060,adult,test,male,25.0,,Happy,stand on one's head,I'm in the rain because it's good,I go home and take a shower,extra clothes,,행복하다,서있다,비가 좋아서 비를 맞고 있다,집에가서 샤워를한다,여벌옷,01:05,60,11070.583883347800
2061,adult,train,female,20.0,,Lonely,to be looking at a street lamp,a passing road,pass by the road,Going back to a warm home,,외롭다,가로등을 보고있다,지나가는길,길을 지나간다,따뜻한 집으로 돌아가는 것,02:25,106,13107.342127533900
2062,adult,train,female,19.0,,Happy,a happy face,Because it's raining,It's raining.,None.,,행복하다,기쁜얼굴,비가 와서,비가내린다,없음,02:30,38,3348.700658260800
2063,adult,train,female,21.0,,I have no idea.,Be waiting for the bus.,I'm waiting for the bus,Take a bus,Bus,,아무 생각이 없어요 ,버스를 기다리고 있다,버스를 기다리고 있어서,버스를 탄다,버스,02:47,178,25446.78289018750
2064,adult,train,male,21.0,,Happy,stand still with one's priorities on,Since it's raining,I am going home.,an exciting thing,,행복하다,우선을 쓰고 가만히 서있다,비가 오니까,집에 간다,신나는 일,00:32,41,8197.826844168820
2065,adult,train,male,26.0,,Sad,Getting rained on without an umbrella,I wanted to get rained on,a broken heart,Overcoming the state of mind,,슬프다,우산 없이 비를 맞고있음,비를 맞고 싶어서,실연,심리상태 극복,01:18,54,7058.915155179820
2066,adult,train,male,24.0,,have no idea,be on one's way home,I'm going home after studying because it's raining,We're going home safely,Rest,,아무생각없다,집으로 가고 있다,공부 후 집으로 가는데 비가 오기 때문이다,안전하게 집으로 간다,휴식,01:53,140,12344.181082698200
2067,adult,train,male,25.0,,Happy,be walking,I'm going to see a friend,meet an acquaintance,Music,,행복하다,걷고 있다,친구를 만나러 간다,아는 사람을 만나게된다,음악,01:38,32,8475.69165698706
2068,adult,train,male,24.0,,Angry,Covering the rain with an umbrella (I feel bad about the rain,On my way back from school,The clothes will get a little wet,"It stopped raining,",,화가난다,우산으로 비를 막고 있음(비가와서 기분이 안좋음),학교다녀오는 길,옷이 살짝 젖을것이다,"비가 그치는것,",03:19,208,67410.09045192990
2069,adult,train,male,23.0,,Sad,be staring blankly at the front with an umbrella,To think about the current situation,I'm just standing there blankly,Someone who can really relate to you,,슬프다,우산을 쓰고 멍하니 앞을 응시하고 있다,현재 상황을 곰곰히 생각하기 위해서,계속 멍하니 서있는다,진정한 공감을 해줄 수 있는 사람,03:41,153,16852.802851708300
2070,adult,train,male,20.0,,anticipation,I'm waiting.,The meeting place is outside,I'm going to hang out with the person I'm supposed to hang out with,the person next to you,,기대감,기다리고 있다.,만나는 약속 장소가 야외라서,약속 대상과 만나서 놀러간다,옆 사람,02:02,87,9893.557474141920
2071,adult,train,female,21.0,,Happy,be enjoying the rain,I was wandering around,catch a cold,Time,,행복하다,비를 즐기고 있다,방황하다가,감기걸림,시간,04:55,187,23774.913468028100
2072,adult,train,female,19.0,I,Sad,Walking around on a rainy day,to have something in mind,I'll go home when my internal conflict is resolved,Alone time,나,슬프다,비 오는날 돌아다니는 중,무언가를생각하고 있다,돌아다니다 내적 갈등이 해소되면 집에 갈 것이다,혼자만의시간,03:37,145,16029.806915911000
2073,adult,train,male,22.0,,Glad,Playing around,to splash,Getting scolded by my mom,Boots,,기쁘다,놀고있음,첨벙첨벙하려고,엄마한테 혼남,장화,01:31,133,12964.825498528800
2074,adult,train,female,19.0,,Resignation,be in the rain all the whole body,I enjoy getting wet in the rain,I'm going to take a shower,I don't have it's,,체념,비를 온몸으로 맞고 있다,비 맞기를 즐겨서,샤워를 할 것이다,없다,01:58,95,14773.757133371500
2075,adult,train,female,20.0,,Glad,a university student,"It rained when I bought dinner at the mart, but I laughed because I liked the feeling of getting rained on for the first time",I have to go home and take a shower.,I'm not selling anything. I don't have anything,,기쁘다,대학생,"마트애서 저녁을 사서 오는 갈에 비가 왔는데, 처음 비 맞는 느낌이 좋아서 웃었다 ㅋ",집에 가서 샤워 해야 한다. ,아무 것도 팔요 없다,04:46,118,20563.58855269220
2077,adult,train,male,20.0,,Happy,appreciation,To get sentimental,"""Tomorrow's quiz.""",GFRIEND,,행복하다,감상,감성을 타기위해,내일 퀴즈',여자친구,03:52,85,12419.320012855000
2078,adult,train,male,20.0,I,Angry,Smelling Lightning,on the street,catch a cold,Friend,나,화가난다,번개맡기,길가다가,감기걸림,친구,00:54,72,14825.098830380200
2079,adult,test,male,27.0,,Want to avoid it,getting rained on,a rainy day,keep using an umbrella,Going home,,피하고싶다,비를 맞음,밖에 비가 옴,우산을 계속 쓴다,귀가,00:44,42,7838.163538644660
2080,adult,test,female,20.0,,Happy,hear the sound of rain,Coming out for a walk,Taking a walk while listening to music,Earphone boots,,행복하다,빗소리를 듣고 있다,산책 하려고 나옴,노래 들으면서 산책할 것,이어폰 장화,02:05,137,13428.026450160300
2081,adult,train,male,20.0,,have no idea,be in the rain without an umbrella,I gave up because I didn't have an umbrella,My clothes are getting wet,an exciting thing,,아무생각없다,비를 맞고 있다 우산 없이,우산이 없어서 포기한 상태,옷이 젖는다,신나는 일,02:24,180,26948.03378829050
2082,adult,train,male,21.0,,Happy,Hold an umbrella and watch the rainy city.,To hear the rain,I will continue to stay still.,Friend,,행복하다,우산을들고 비가 오는 도시를 지켜본다.,비 오는 소리를 듣기 위해서,계속해서 가만히 있을 것이다.,친구,01:54,123,31724.987177465300
2083,adult,train,male,19.0,,It's just so-so,Walking,It's raining,Go home and rest,Umbrella,,•그저 그렇다,", 걷기",날씨가 비가 와서,집가서 휴식,우산,01:11,27,7772.114709239660
2084,adult,train,female,23.0,,Have no idea.,stand in the rain on the road without an umbrella,"Something hard happened, so I didn't want to think about anything...??","I think I'll get rained on and go home, or get hit by a car",Alone time?,,아무 생각이 없다,우산을 쓰지 않고 도로 위에 비를 맞으며서 있다,뭔가 힘든 일이 생겨서 아무 생각을 하지 않으려고…??,"비 좀 맞다가 집으로 들어가거나, 아니면 차에 치이거나 할 것 같다",혼자만의 시간?,03:28,397,40728.33849595170
2085,adult,train,female,20.0,,Happy,be waiting for a friend,The meeting place is outside,I will meet my friend and have a good time,water to drink,,행복하다,친구를 기다리고 있다,약속장소가 야외여서,친구를 만나 즐거운 시간을 보낼것이다,마실 물,02:11,118,14917.277888839400
2086,adult,train,female,20.0,,Lonely,I am lying on a park bench on a rainy day,Feeling the futility and freedom of life with my body,Either you have the will to live or you have this life repeatedly,the sun,,외롭다,비가 오는날 공원벤치에서 누워있다,인생의 헛됨과 자유를 몸으로느낀는중,살아갈 의지가 생기거나 이런 삶이 반복되거나 둘 중 하나일 것이다,햇살,02:33,147,21427.542211868800
2087,adult,train,female,20.0,,Happy,be in the rain,I'm excited about the rain,have a good time alone,Who wants to play with me,,행복하다,비를 맞고 있다,비가 와서 신났다,혼자 즐겁게 논다,같이 놀 사람,02:12,91,11161.706557454100
2088,adult,train,female,20.0,,feel nothing Normal.,keep an umbrella,I didn't think about it,I will keep using an umbrella in the rain,a quick return home,,아무 기분 없다 평범하다,우산 쓰고 있다,생각 없었다,계속 빗속에서 우산을 쓸 것이다,빠른 귀가,01:15,44,10534.22106201310
2089,adult,train,female,20.0,,Glad,With my friend,to one's surprise,I'm studying at school,Glad,,기쁘다,친구랑 ,놀랍게,학교에서 공부하고 있어요 ,기쁘다 ,01:01,69,6020.561076373510
2090,adult,train,female,20.0,,Happy,enjoying the rain without an umbrella,I was caught in the rain on the street,a fit of rain,This person is already happy,,행복하다,우산을 쓰지않고 즐겁게 비를 맞고 잇음,길가다가 비를 맞게딤,온몸이 비에 폭삭 젖음,이미 이 사람은 행복하다,01:13,104,18717.00151681380
2091,adult,test,female,20.0,,Glad,on one's way home,I'm on my way home,Going home and eating delicious food,Rice,,기쁘다,집가는길,집가고있어서,집에가서 맛있는 밥을 먹을것,밥,01:32,80,9767.133971976840
2092,adult,test,male,20.0,,Glad,be holding an umbrella,Because it's raining,nothing happened,GFRIEND,,기쁘다,우산 들고있다,비가와서,아무일도 안일어남,여자친구,03:11,163,15807.629054428800
2093,adult,train,male,21.0,,Happy,He's smiling.,To feel the coolness,Refreshing feeling,New socks •,,행복하다,웃고 있다.,시원함을 느끼려고,청량감을 느낌,새양말 •,03:02,148,23528.353865044200
2094,adult,test,male,20.0,,Sad,stand still with an umbrella,I have an appointment outside,A car splashes water on my pants,Towel,,슬프다,우산을 들고 가만히 서있다,밖에 약속이 있어서,자동차가 지나가서 바지에 물이 튀긴다,수건,04:16,160,15158.051906477600
2095,adult,train,male,21.0,"Me,GFRIEND",Happy,The two are on their way home under an umbrella,I'm going somewhere,Go home and take a shower,I don't have it's,"나,여자친구",행복하다,두 사람은 같이 우산을 쓰고 집에 가는 중이다,어디 가고 있다,집에 가서 샤워,없다,05:33,210,17933.052562366300
2096,adult,train,female,22.0,,Happy,Someone's waiting,"On a rainy day, I wanted to eat makgeolli",I met a friend and had rice wine,"Friends, food",,행복하다,누 군가 기다리고있음,비 오늘 날 전 막걸리 먹고 싶어서,"친구만나서 전, 막걸리 먹음","친구, 음식",03:37,150,11467.98057779420
2097,adult,train,female,21.0,,Sad,I'm waiting for the bus with an umbrella,I am waiting for the bus to go home after class,I am going home.,Friend,,슬프다,우산을 들고 버스를 기다리고 있어요 ,수업 끝나고 집 갈려고 버스를 기다리고 있습니다 ,집에 간다,친구,02:19,89,8131.098874085330
2098,adult,train,male,20.0,,Happy,I'm feeling it in the rain,I like rainy weather.,It stops raining as I walk,.Earphones.,,행복하다,비 맞으면서 느끼고있다,비오는 날씨를좋아한다.,걸어가면서 비가 그친다,.이어폰.,02:50,62,15233.836312645500
2099,adult,test,female,20.0,,Lonely,keep an umbrella,to be waiting for sb,There will be someone waiting,The one who is waiting is coming,,외롭다,우산을 쓰고 있다,누군가를 기다리고 있다,기다리는 사람이 올 것이다,기다리는 사람이 오는 것이다,02:37,182,23069.48542779890
2102,adult,train,male,21.0,,Glad,I'm on the street with an umbrella.,I'm waiting for someone.,Soon my friend will come and walk down the street.,"Raincoat, cell phone",,기쁘다,우산을 들고 길에서있다.,누군가를 기다리고 있다.,곧 친구가 와서 길을 걸어갈 것이다.,"우비, 핸드폰",01:48,56,13024.036757084900
2103,adult,test,female,25.0,,Want to avoid it,be sheltering from the rain with an umbrella,Going home!!,I arrive home safely and wash up,Coffee..,,피하고싶다,우산을 들고 비를 피하고 있다,귀가하는 중!!,집에 무사히 도착해서 씻는다,커피..,01:48,105,17179.906469279000
2104,adult,train,female,23.0,,It is cool.,a dog walk,I'm going to use my new raincoat,I am going home.,I don't have it's,,시원하다,강아지산책,새로산 우비를 쓸려고,집에 간다,없다,03:51,180,18469.15623196310
2105,adult,train,female,23.0,,I feel uncomfortable and unhappy because of the rain,Avoiding the rain,"It's raining, so I can't help it",rush indoors to avoid the rain,an air-conditioned room,,비가 와서 찝찝하고 기분이 안좋다,비 피하기 ,비가 와서 어쩔 수 없이,호다닥 비를 피하러 실내로 들어간다,에어컨 빵빵한 실내,02:46,156,20094.493868748400
2106,adult,train,female,21.0,,Glad,have an umbrella,with joy,I eat ramen when I get home,a boyfriend,,기쁘다,우산 가지고 있다,기뻐서,집에 가서 라면 먹어요,남자 친구,00:40,30,7224.996511185390
2107,adult,test,female,21.0,,Lonely,be alone in the rain,be on one's way home,The same life will repeat itself,Change,,외롭다,혼자 비를 맞고 있다,집에 가는 길이다,같은 삶이 반복될 것이다,변화,03:25,121,15080.580222687400
2108,adult,train,female,21.0,,Glad,He's smiling with an umbrella,To enjoy the rainy weather,I think I'm going to fall,I need to go home,,기쁘다,우산을 쓰고 웃고 있어요,비가 오는 날씨를 즐기려고,넘어질 것 같아요,집에 가는 것이 필요해요,01:38,120,14877.410048927800
2109,adult,train,female,21.0,,Happy,in the rain,in a good mood,a good thing,Friends,,행복하다,비 맞고 있음,기분이 좋아서,.좋은일,친구들,00:31,28,7905.216560178370
2110,adult,train,male,21.0,,Happy,Watching the rain with an umbrella!,I'm on my way home from school!,My clothes and shoes are going to get a little wet!,The sound of a frog!,,행복하다,우산을 쓰고 비를 감상하고 있다!,학교를 갔다가 집에 가는 길이다!,옷이랑 신발이 좀 젖을 것 같다!,개구리 울음소리!,01:26,56,10307.57768460690
2111,adult,train,male,21.0,Among,Happy,•Dancing,•Because it's raining,happy things,"Hope,",.가운데,행복하다,•춤춘다,•비가와서,행복한일,"희망,",01:45,80,29137.89602266770
2112,adult,train,female,20.0,,Happy,holding an umbrella,Because it's raining!,I'm walking!,a stop in the rain,,행복하다,우산을 들고있음,비가 오니까 !,걷는다!,비가 그치는 것,01:49,45,12855.156974552500
2113,adult,train,male,20.0,I,Lonely,to be walking down the street with an umbrella,Walk.,I keep walking,way,나,외롭다,우산을 쓰고 길을 걷고 있다,산책,계속 걷는다,길,01:38,44,7819.983166925180
2114,adult,train,female,21.0,,Want to avoid it,Walking in the rain with an umbrella,"Even if it rains, I have to go somewhere.",You will arrive at your destination in a wet state,dry towels and extra clothes,,피하고싶다,우산쓰고 빗길 걷고 있음,비오더라도 갈 곳은 가야하니까.,좀 젖은 상태로 목적지에 도착하게 될것,마른 수건과 여벌옷,01:59,119,10667.209756158600
2115,adult,test,female,22.0,,Lonely,be in the rain,Waiting for someone because the cell phone is off,meet a friend or miss a friend,Cell phone auxiliary battery,,외롭다,비를 맞고 있다,핸드폰이 꺼져서 누군가를 기다리고 있음,"친구를 만나거나, 못만나고 엇갈린다",휴대폰 보조배터리,00:48,51,6657.612419186110
2116,adult,train,female,20.0,,Happy,Umbrellas an umbrella,It's raining..,I will meet my boyfriend and go on a date,a shelter from the rain,,행복하다,우산씀,비가와서..,남친을 만나고 데이트에 갈것입니다,비를 피할 장소,01:57,83,15934.177116601200
2117,adult,train,male,22.0,,Happy,I'm feeling cool in the rain,To get rained on,It's getting wet,Towel,,행복하다,비맞으면서 시원함을 느끼는 중이다,비맞으려고,젖는다,수건,03:39,516,22321.91349127400
2118,adult,test,female,20.0,,Happy,be enjoying the rain,It rained on my way home,go home wet,Shower,,행복하다,비를 즐기고있다,집가는 길에 비가 와서,홀딱 젖은채로 집에 간다,샤워,01:03,60,11873.175958421500
2119,adult,test,male,55.0,,Glad,be caught in the rain,Alone,Umbrella and Rest,Happiness,,기쁘다,비를맞고잇다,혼자고독,모름우산과쉼,1ㅎㅎ행복,01:14,55,11996.869446519100
2120,adult,train,female,23.0,,I don't really care,under an umbrella,Because of the weather,I'm going to have a working life,I don't have anything in particular. Alone is enough,,딱히 별생각없다,우산을 쓰고있음,날씨가 그래서,일싱생활을 할 것이다,딱히 없다 혼자면 충분하다,00:55,78,10990.14749380790
2121,adult,train,female,24.0,I,Lonely,be in the rain,I'm getting sentimental,Go home and take a shower,People,나,외롭다,비를 맞고 있다,감성 타는 중,집에 가서 샤워,사람,02:47,105,15311.45383642740
2122,adult,train,female,20.0,,Glad,to be taking a picture with an umbrella,To take a picture,go home,Money,,기쁘다,우산을 쓰고 사진을 찍히고 있다,사진을 찍기 위해서,집으로 귀가한다,돈,03:54,137,17682.394888791400
2124,adult,train,male,21.0,,Want to avoid it,Waiting with an umbrella,"It's raining, but I have to wait",The party will be here soon,a stop in the rain,,피하고싶다,우산쓰고 기다리는 중,비가 오는데 기다리긴 해야해서,곧 일행이 올것이다,비가 그치는 것,02:02,115,36057.15161770710
2125,adult,train,male,24.0,,Want to avoid it,Holding an umbrella,I was walking and it rained,I went to the building to avoid rain,Building,,피하고싶다,우산들고 있음,걸어가는데 비가 와서,비 피하려고 건물로 감,건물,00:52,55,6296.957596001260
2126,adult,train,female,25.0,,Want to avoid it,Because it rained,Because it rained,"""Getting rained on""",Umbrella,,피하고싶다,비와서,비와서,'비맞음,우산,00:47,59,7544.746885946310
2127,adult,train,female,20.0,,Glad,be in the rain,I like it when it rains,You'll be soaked to the skin,To get rained on like a friend,,기쁘다,비를 맞고있다,비가 오는게 좋아서,흠뻑 젖을것이다,친구 같이 비를 맞아줄,00:42,61,15995.769538570000
2128,adult,train,female,21.0,,Glad,He's smiling,I'm on my way home,I'm going home,House,,기쁘다,웃고있다,집에 가는 길이라서,집에 갈 것이다,집,00:54,59,11742.566248399800
2129,adult,train,female,22.0,,Lonely,to be walking down the street with an umbrella,I'm going somewhere,I am going home.,new clothes,,외롭다,우산을 쓰고 길을 걷고 있다,어디 가고 있다,집에 간다,새 옷,00:55,40,7444.269423288860
2130,adult,train,female,26.0,,Lonely,feel lonely,run away from home,X,X,,외롭다,외로움을 느낀다,가출,X,X,02:27,108,18407.1589436084
2131,adult,train,female,25.0,,Glad,be in the rain,Because I like it,catch a cold,The song,,기쁘다,비를 맞고 있다,좋아서,감기에 걸린다,노래,00:37,17,7479.641624320680
2132,adult,train,male,25.0,,Want to avoid it,be sheltering from the rain. Doing.,I'm waiting for someone.,It will enter the building.,Boots,,피하고싶다,비를 대 피하고 있다. 하고 있다.,누군가를 기다리고 있다.,건물 안에 들어갈 것이다.,장화,01:24,50,9818.02956780769
2133,adult,train,female,23.0,,Want to avoid it,I'm using an umbrella because it's raining I want to go home,To go home,I'll be home for about 10 more minutes,"good weather, quick return home",,피하고싶다,비가와서 우산을 쓰고 있다 집에 가고 싶다,집에 가기 위해,한 10분 정도 더 걷디가 집에 도착한다,"좋은 날씨 ,빠른 귀가",01:34,87,11671.235719313600
2134,adult,test,male,27.0,,Glad,wear an umbrella,Because it's raining,I'll go home and have chicken and beer,quick return,,기쁘다,.우산을쓰고잇다,비가와서,-집가서치맥,빠른귀가,01:17,31,6658.572839743150
2135,adult,train,male,23.0,I,I'm tired,a night march,in training,I walk endlessly,Rest,나,힘들다,야간 행군,훈련 중,한없이 걸어요,휴식,03:19,193,26670.095340913500
2136,adult,test,female,23.0,I,"I'm embarrassed, but I enjoy being hit",be in the rain without an umbrella,I'm excited about the rain,I am going home.,an exciting thing,나,당황스럽지만 맞으며 즐긴다,비를 맞고 있다 우산 없이,비가 와서 신났다,집에 간다,신나는 일,02:42,164,30056.238743490800
2137,adult,test,female,33.0,the left,Happy,two lovers who get rained on by the sea,a walk on the beach without an umbrella,a happy future,love without obstacles,왼쪽,행복하다,바닷가에서 비 맞는 두 연인,우산없이 바닷가 산책,행복한 미래,장애물 없는사랑,03:17,158,32337.68643420380
2138,adult,train,female,20.0,,Lonely,I'm thinking about it,None.,a sad thing,Umbrella,,외롭다,생각하고 있어요 ,없음,슬픈 일,우산,02:37,53,3021.725639214200
2139,children&Adolescents,test,female,18.0,,Glad,hold flowers,Just looking at the flowers,Give flowers to the teacher,I have to take a taxi to school.,,기쁘다,꽃 을 들고 있다,그냥 꽃보 고 있음,선생님께 꽃을 드린다,택시 타고 학교로 가야함.,04:10,138,26177.192100423200
2140,adult,train,female,21.0,My younger sister and I,Happy,Look at the scenery,I'm relaxing because I don't have anything to do,I'm going to eat snacks,Picnic mat,저랑 여동생,행복하다,경치를 봐요,마무 일이 없어서 긴장을 풀고 있어요,과자를 먹을 게요,피크닉 매트요,05:28,170,16586.074788615100
2141,adult,train,female,25.0,,Happy,Listen to the rain with an umbrella,To enjoy the wind,I'll put down my umbrella soon,Friend,,행복하다,우산 들고 비소리 듣기,바람 즐기려고,곧 우산도 내려놓을거다,친구,01:05,54,13390.086563166600
2142,adult,test,female,21.0,,Happy,in the rain,I'm just on my way home,I'll be home,Car,,행복하다,비맞는중임,그냥 집에 돌아가던 길,집에 도착할 것이다,자동차,01:27,62,10025.913561767600
2143,adult,test,male,21.0,,Lonely,be in the rain without an umbrella,I'm getting sentimental,Go home and take a shower,People,,외롭다,비를 맞고 있다 우산 없이,감성 타는 중,집에 가서 샤워,사람,01:19,81,8121.334271985460
2144,adult,train,female,21.0,,Have no idea. It's just raining,Watching the rain falling from the umbrella in the rain,Waiting for a friend,My friend will arrive soon and we will go out together,There is nothing much.,,아무생각이 없다. 그냥 비가 오는구나~,비 속에서 우산 속에서 비 내리는 광경을 쳐다보고 있음,친구 기다리는 중,친구가 곧 도착해서 같이 놀러갈 것이다,딱히 없다,01:37,93,14120.76789931600
2145,adult,train,female,21.0,,Want to avoid it,be surprised,It rained unexpectedly,They'll run to avoid the rain,Umbrella!,,피하고싶다,놀라고있다,예상치못하게 비가 왔다,비 피하기 위해 뛰어가겠죠,우산!,01:35,78,12031.742599473000
2146,adult,train,female,21.0,,Sad,be walking with a lot of one's mind,Going somewhere,It's not happening,Friend,,슬프다,여러 생각을 하며 걷고 있다,어딘가를 가는 중,일어나지 않는다,친구,02:21,174,17460.25417157940
2147,adult,test,female,22.0,,Glad,holding an umbrella,Because it's raining,the way home,Bread,,기쁘다,우산을 들고 있음,비가 와서,집에 가는 길,빵,01:16,71,16714.253086973300
2148,adult,train,female,23.0,"Me,GFRIEND",Happy,be walking with a smile on one's face,I'm getting sentimental,I am going home.,an exciting thing,"나,여자친구",행복하다,웃으면서 걸어가고 있다,감성 타는 중,집에 간다,신나는 일,01:26,72,12439.494608062000
2149,adult,test,female,20.0,,Happy,Walking in the rain.,To go to a cafe,I find a pretty cafe,Music,,행복하다,-빗속으로 걷고있다.,카페에 가려고,예쁜카페를 발견한다,음악,01:24,66,10735.74115216690
2150,adult,train,female,20.0,,Sad,I'm walking,I'm on my way home,My clothes are getting wet,Raincoat,,슬프다,걸어가고 있음,집에 가고 있음,옷이 젖는다,우비,01:49,112,8125.208132741740
2151,adult,test,female,20.0,,It's urgent.,be on one's way home,School is over,Go home,Shoes,,다급하다.,집에가고 있다,학교가 끝나서,집에 도착,신발,01:46,60,8614.275488935370
2152,adult,train,female,20.0,,Want to avoid it,Walking,It's raining on my way home,the rain stops soon,Umbrella,,피하고싶다,걸어가고있음,집가는길에 비가 옴,비가 곧 그침,우산,01:03,68,10093.079116141700
2153,adult,train,female,21.0,"Me,GFRIEND",Happy,be in the rain without an umbrella,I'm excited about the rain,My clothes are getting wet,I'm just happy,"나,여자친구",행복하다,비를 맞고 있다 우산 없이,비가 와서 신났다,옷이 젖는다,그냥 행복해요,01:10,51,4974.2912256401300
2154,adult,test,female,20.0,,Angry,I'm going home,Because I'm on my way home,My clothes are all wet,need an umbrella,,화가난다,집을 간다,집에 가는 길이기 때문이다,옷이 다 젖는다,우산이필요하다,01:17,57,9496.867034725010
2155,adult,train,female,24.0,,Happy,playing,a walk in the park,a happy life,fine weather,,행복하다,놀기,공원에서 산책,행복한 인생,화창한 날씨,01:38,43,8538.75944705051
2156,adult,test,female,20.0,,Happy,be in the rain,Because it's raining,I'll be right in,Towel,,행복하다,비를 맞고 있다,비가 와서,곧 들어갈 것이다,수건,00:38,54,8587.503941484420
2157,adult,train,male,20.0,,be in no mood,I'm waiting,To meet a friend,I'm going out with a friend,an early arrival of a friend,,아무 기분도 아니다,기다리고있다,친구를 만나기 위해,친구랑 만난다,친구가 빨리 오는 것,03:01,162,21550.42842917510
2158,adult,train,female,20.0,,Lonely,to be walking down the street with an umbrella,I'm going somewhere,Go home and take a shower,new clothes,,외롭다,우산을 쓰고 길을 걷고 있다,어디 가고 있다,집에 가서 샤워,새 옷,00:50,70,12571.40011689410
2159,adult,train,male,20.0,,Angry,keep out of the rain with an umbrella,It rained on the street,You go home with all your shoes wet?,Umbrella,,화가난다,우산을 쓰며 비를 피하고 있다,길 가다가 비가 와서,신발 다 젖은 채로 집에 간다..?,우산,01:23,172,12184.13278187000
